Pokemon,Move,Type,Category,Accuracy,Power
Vaporeon,Hydro Pump,Water,,120,80
Vaporeon,Take Down,Normal,,90,85
Vaporeon,Surf,Water,,95,100
Vaporeon,Toxic,Poison,,—,85
Vaporeon,Body Slam,Normal,,85,100
Vaporeon,Double-Edge,Normal,,100,100
Vaporeon,BubbleBeam,Water,,65,100
Vaporeon,Ice Beam,Ice,,95,100
Vaporeon,Blizzard,Ice,,120,90
Vaporeon,Hyper Beam,Normal,,150,90
Vaporeon,Rage,Normal,,20,100
Vaporeon,Mimic,Normal,,—,100
Vaporeon,Double Team,Normal,,—,—
Vaporeon,Reflect,Psychic,,—,—
Vaporeon,Bide,Normal,,—,—
Vaporeon,Swift,Normal,,60,
Vaporeon,Skull Bash,Normal,,100,100
Vaporeon,Rest,Psychic,,—,—
Vaporeon,Substitute,Normal,,—,—
Vaporeon,Aurora Beam,Ice,,65,100
Jolteon,Quick Attack,Normal,,40,100
Jolteon,Sand-Attack,Normal,,—,100
Jolteon,Tackle,Normal,,35,95
Jolteon,ThunderShock,Electric,,40,100
Jolteon,Tail Whip,Normal,,—,100
Jolteon,Thunder Wave,Electric,,—,100
Jolteon,Double Kick,Fighting,,30,100
Jolteon,Agility,Psychic,,—,—
Jolteon,Pin Missile,Bug,,14,85
Jolteon,Thunder,Electric,,120,70
Jolteon,Bite,Normal,,60,100
Jolteon,Take Down,Normal,,90,85
Jolteon,Flash,Normal,,—,70
Jolteon,Toxic,Poison,,—,85
Jolteon,Body Slam,Normal,,85,100
Jolteon,Double-Edge,Normal,,100,100
Jolteon,Hyper Beam,Normal,,150,90
Jolteon,Rage,Normal,,20,100
Jolteon,Thunderbolt,Electric,,95,100
Jolteon,Mimic,Normal,,—,100
Jolteon,Double Team,Normal,,—,—
Jolteon,Reflect,Psychic,,—,—
Jolteon,Bide,Normal,,—,—
Jolteon,Swift,Normal,,60,
Jolteon,Skull Bash,Normal,,100,100
Jolteon,Rest,Psychic,,—,—
Jolteon,Substitute,Normal,,—,—
Flareon,Ember,Fire,,40,100
Flareon,Quick Attack,Normal,,40,100
Flareon,Sand-Attack,Normal,,—,100
Flareon,Tackle,Normal,,35,95
Flareon,Tail Whip,Normal,,—,100
Flareon,Bite,Normal,,60,100
Flareon,Leer,Normal,,—,100
Flareon,Fire Spin,Fire,,15,70
Flareon,Rage,Normal,,20,100
Flareon,Flamethrower,Fire,,95,100
Flareon,Take Down,Normal,,90,85
Flareon,Toxic,Poison,,—,85
Flareon,Body Slam,Normal,,85,100
Flareon,Double-Edge,Normal,,100,100
Flareon,Hyper Beam,Normal,,150,90
Flareon,Mimic,Normal,,—,100
Flareon,Double Team,Normal,,—,—
Flareon,Reflect,Psychic,,—,—
Flareon,Bide,Normal,,—,—
Flareon,Fire Blast,Fire,,120,85
Flareon,Swift,Normal,,60,
Flareon,Skull Bash,Normal,,100,100
Flareon,Rest,Psychic,,—,—
Flareon,Substitute,Normal,,—,—
Flareon,Smog,Poison,,20,70
Porygon,Conversion,Normal,,—,—
Porygon,Sharpen,Normal,,—,—
Porygon,Tackle,Normal,,35,95
Porygon,Psybeam,Psychic,,65,100
Porygon,Recover,Normal,,—,—
Porygon,Agility,Psychic,,—,—
Porygon,Tri Attack,Normal,,80,100
Porygon,Flash,Normal,,—,70
Porygon,Toxic,Poison,,—,85
Porygon,Take Down,Normal,,90,85
Porygon,Double-Edge,Normal,,100,100
Porygon,Ice Beam,Ice,,95,100
Porygon,Blizzard,Ice,,120,90
Porygon,Hyper Beam,Normal,,150,90
Porygon,Rage,Normal,,20,100
Porygon,Thunderbolt,Electric,,95,100
Porygon,Thunder,Electric,,120,70
Porygon,Psychic,Psychic,,90,100
Porygon,Teleport,Psychic,,—,—
Porygon,Mimic,Normal,,—,100
Porygon,Double Team,Normal,,—,—
Porygon,Reflect,Psychic,,—,—
Porygon,Bide,Normal,,—,—
Porygon,Swift,Normal,,60,
Porygon,Skull Bash,Normal,,100,100
Porygon,Rest,Psychic,,—,—
Porygon,Thunder Wave,Electric,,—,100
Porygon,Psywave,Psychic,,—,80
Porygon,Substitute,Normal,,—,—
Omanyte,Water Gun,Water,,40,100
Omanyte,Withdraw,Water,,—,—
Omanyte,Horn Attack,Normal,,65,100
Omanyte,Leer,Normal,,—,100
Omanyte,Spike Cannon,Normal,,20,100
Omanyte,Hydro Pump,Water,,120,80
Omanyte,Surf,Water,,95,100
Omanyte,Toxic,Poison,,—,85
Omanyte,Body Slam,Normal,,85,100
Omanyte,Take Down,Normal,,90,85
Omanyte,Double-Edge,Normal,,100,100
Omanyte,BubbleBeam,Water,,65,100
Omanyte,Ice Beam,Ice,,95,100
Omanyte,Blizzard,Ice,,120,90
Omanyte,Rage,Normal,,20,100
Omanyte,Mimic,Normal,,—,100
Omanyte,Double Team,Normal,,—,—
Omanyte,Reflect,Psychic,,—,—
Omanyte,Bide,Normal,,—,—
Omanyte,Rest,Psychic,,—,—
Omanyte,Substitute,Normal,,—,—
Omastar,Horn Attack,Normal,,65,100
Omastar,Water Gun,Water,,40,100
Omastar,Withdraw,Water,,—,—
Omastar,Leer,Normal,,—,100
Omastar,Spike Cannon,Normal,,20,100
Omastar,Hydro Pump,Water,,120,80
Omastar,Surf,Water,,95,100
Omastar,Toxic,Poison,,—,85
Omastar,Horn Drill,Normal,,—,30
Omastar,Body Slam,Normal,,85,100
Omastar,Take Down,Normal,,90,85
Omastar,Double-Edge,Normal,,100,100
Omastar,BubbleBeam,Water,,65,100
Omastar,Ice Beam,Ice,,95,100
Omastar,Blizzard,Ice,,120,90
Omastar,Hyper Beam,Normal,,150,90
Omastar,Submission,Fighting,,80,80
Omastar,Seismic Toss,Fighting,,—,100
Omastar,Rage,Normal,,20,100
Omastar,Mimic,Normal,,—,100
Omastar,Double Team,Normal,,—,—
Omastar,Reflect,Psychic,,—,—
Omastar,Bide,Normal,,—,—
Omastar,Skull Bash,Normal,,100,100
Omastar,Rest,Psychic,,—,—
Omastar,Substitute,Normal,,—,—
Kabuto,Harden,Normal,,—,—
Kabuto,Scratch,Normal,,40,100
Kabuto,Absorb,Grass,,20,100
Kabuto,Slash,Normal,,70,100
Kabuto,Leer,Normal,,—,100
Kabuto,Hydro Pump,Water,,120,80
Kabuto,Surf,Water,,95,100
Kabuto,Toxic,Poison,,—,85
Kabuto,Body Slam,Normal,,85,100
Kabuto,Take Down,Normal,,90,85
Kabuto,Double-Edge,Normal,,100,100
Kabuto,BubbleBeam,Water,,65,100
Kabuto,Water Gun,Water,,40,100
Kabuto,Ice Beam,Ice,,95,100
Kabuto,Blizzard,Ice,,120,90
Kabuto,Rage,Normal,,20,100
Kabuto,Mimic,Normal,,—,100
Kabuto,Double Team,Normal,,—,—
Kabuto,Reflect,Psychic,,—,—
Kabuto,Bide,Normal,,—,—
Kabuto,Rest,Psychic,,—,—
Kabuto,Substitute,Normal,,—,—
Kabutops,Absorb,Grass,,20,100
Kabutops,Harden,Normal,,—,—
Kabutops,Scratch,Normal,,40,100
Kabutops,Slash,Normal,,70,100
Kabutops,Leer,Normal,,—,100
Kabutops,Hydro Pump,Water,,120,80
Kabutops,Surf,Water,,95,100
Kabutops,Razor Wind,Normal,,80,75
Kabutops,Swords Dance,Normal,,—,—
Kabutops,Mega Kick,Normal,,120,75
Kabutops,Toxic,Poison,,—,85
Kabutops,Body Slam,Normal,,85,100
Kabutops,Take Down,Normal,,90,85
Kabutops,Double-Edge,Normal,,100,100
Kabutops,BubbleBeam,Water,,65,100
Kabutops,Water Gun,Water,,40,100
Kabutops,Ice Beam,Ice,,95,100
Kabutops,Blizzard,Ice,,120,90
Kabutops,Hyper Beam,Normal,,150,90
Kabutops,Submission,Fighting,,80,80
Kabutops,Seismic Toss,Fighting,,—,100
Kabutops,Rage,Normal,,20,100
Kabutops,Mimic,Normal,,—,100
Kabutops,Double Team,Normal,,—,—
Kabutops,Reflect,Psychic,,—,—
Kabutops,Bide,Normal,,—,—
Kabutops,Skull Bash,Normal,,100,100
Kabutops,Rest,Psychic,,—,—
Kabutops,Substitute,Normal,,—,—
Kabutops,Cut,Normal,,50,95
Aerodactyl,Agility,Psychic,,—,—
Aerodactyl,Wing Attack,Flying,,35,100
Aerodactyl,Supersonic,Normal,,—,55
Aerodactyl,Bite,Normal,,60,100
Aerodactyl,Take Down,Normal,,90,85
Aerodactyl,Hyper Beam,Normal,,150,90
Aerodactyl,Fly,Flying,,70,95
Aerodactyl,Razor Wind,Normal,,80,75
Aerodactyl,Whirlwind,Normal,,—,85
Aerodactyl,Toxic,Poison,,—,85
Aerodactyl,Double-Edge,Normal,,100,100
Aerodactyl,Rage,Normal,,20,100
Aerodactyl,Dragon Rage,Dragon,,—,100
Aerodactyl,Mimic,Normal,,—,100
Aerodactyl,Double Team,Normal,,—,—
Aerodactyl,Reflect,Psychic,,—,—
Aerodactyl,Bide,Normal,,—,—
Aerodactyl,Fire Blast,Fire,,120,85
Aerodactyl,Swift,Normal,,60,
Aerodactyl,Sky Attack,Flying,,140,90
Aerodactyl,Rest,Psychic,,—,—
Aerodactyl,Substitute,Normal,,—,—
Snorlax,Amnesia,Psychic,,—,—
Snorlax,Headbutt,Normal,,70,100
Snorlax,Rest,Psychic,,—,—
Snorlax,Body Slam,Normal,,85,100
Snorlax,Harden,Normal,,—,—
Snorlax,Double-Edge,Normal,,100,100
Snorlax,Hyper Beam,Normal,,150,90
Snorlax,Surf,Water,,95,100
Snorlax,Strength,Normal,,80,100
Snorlax,Mega Punch,Normal,,80,85
Snorlax,Mega Kick,Normal,,120,75
Snorlax,Toxic,Poison,,—,85
Snorlax,Take Down,Normal,,90,85
Snorlax,BubbleBeam,Water,,65,100
Snorlax,Water Gun,Water,,40,100
Snorlax,Ice Beam,Ice,,95,100
Snorlax,Blizzard,Ice,,120,90
Snorlax,Pay Day,Normal,,40,100
Snorlax,Submission,Fighting,,80,80
Snorlax,Counter,Fighting,,—,100
Snorlax,Seismic Toss,Fighting,,—,100
Snorlax,Rage,Normal,,20,100
Snorlax,Solar Beam,Grass,,120,100
Snorlax,Thunderbolt,Electric,,95,100
Snorlax,Thunder,Electric,,120,70
Snorlax,Earthquake,Ground,,100,100
Snorlax,Fissure,Ground,,—,30
Snorlax,Psychic,Psychic,,90,100
Snorlax,Mimic,Normal,,—,100
Snorlax,Double Team,Normal,,—,—
Snorlax,Reflect,Psychic,,—,—
Snorlax,Bide,Normal,,—,—
Snorlax,Metronome,Normal,,—,—
Snorlax,Self-Destruct,Normal,,130,100
Snorlax,Fire Blast,Fire,,120,85
Snorlax,Skull Bash,Normal,,100,100
Snorlax,Psywave,Psychic,,—,80
Snorlax,Rock Slide,Rock,,75,90
Snorlax,Substitute,Normal,,—,—
Articuno,Ice Beam,Ice,,95,100
Articuno,Peck,Flying,,35,100
Articuno,Blizzard,Ice,,120,90
Articuno,Agility,Psychic,,—,—
Articuno,Mist,Ice,,—,—
Articuno,Fly,Flying,,70,95
Articuno,Razor Wind,Normal,,80,75
Articuno,Whirlwind,Normal,,—,85
Articuno,Toxic,Poison,,—,85
Articuno,Take Down,Normal,,90,85
Articuno,Double-Edge,Normal,,100,100
Articuno,BubbleBeam,Water,,65,100
Articuno,Water Gun,Water,,40,100
Articuno,Hyper Beam,Normal,,150,90
Articuno,Rage,Normal,,20,100
Articuno,Mimic,Normal,,—,100
Articuno,Double Team,Normal,,—,—
Articuno,Reflect,Psychic,,—,—
Articuno,Bide,Normal,,—,—
Articuno,Swift,Normal,,60,
Articuno,Sky Attack,Flying,,140,90
Articuno,Rest,Psychic,,—,—
Articuno,Substitute,Normal,,—,—
Zapdos,Drill Peck,Flying,,80,100
Zapdos,ThunderShock,Electric,,40,100
Zapdos,Thunder,Electric,,120,70
Zapdos,Agility,Psychic,,—,—
Zapdos,Light Screen,Psychic,,—,—
Zapdos,Fly,Flying,,70,95
Zapdos,Flash,Normal,,—,70
Zapdos,Razor Wind,Normal,,80,75
Zapdos,Whirlwind,Normal,,—,85
Zapdos,Toxic,Poison,,—,85
Zapdos,Take Down,Normal,,90,85
Zapdos,Double-Edge,Normal,,100,100
Zapdos,Hyper Beam,Normal,,150,90
Zapdos,Rage,Normal,,20,100
Zapdos,Thunderbolt,Electric,,95,100
Zapdos,Mimic,Normal,,—,100
Zapdos,Double Team,Normal,,—,—
Zapdos,Reflect,Psychic,,—,—
Zapdos,Bide,Normal,,—,—
Zapdos,Swift,Normal,,60,
Zapdos,Sky Attack,Flying,,140,90
Zapdos,Rest,Psychic,,—,—
Zapdos,Thunder Wave,Electric,,—,100
Zapdos,Substitute,Normal,,—,—
Moltres,Fire Spin,Fire,,15,70
Moltres,Peck,Flying,,35,100
Moltres,Leer,Normal,,—,100
Moltres,Agility,Psychic,,—,—
Moltres,Sky Attack,Flying,,140,90
Moltres,Fly,Flying,,70,95
Moltres,Razor Wind,Normal,,80,75
Moltres,Whirlwind,Normal,,—,85
Moltres,Toxic,Poison,,—,85
Moltres,Take Down,Normal,,90,85
Moltres,Double-Edge,Normal,,100,100
Moltres,Hyper Beam,Normal,,150,90
Moltres,Rage,Normal,,20,100
Moltres,Mimic,Normal,,—,100
Moltres,Double Team,Normal,,—,—
Moltres,Reflect,Psychic,,—,—
Moltres,Bide,Normal,,—,—
Moltres,Fire Blast,Fire,,120,85
Moltres,Swift,Normal,,60,
Moltres,Rest,Psychic,,—,—
Moltres,Substitute,Normal,,—,—
Dratini,Leer,Normal,,—,100
Dratini,Wrap,Normal,,15,85
Dratini,Thunder Wave,Electric,,—,100
Dratini,Agility,Psychic,,—,—
Dratini,Slam,Normal,,80,75
Dratini,Dragon Rage,Dragon,,—,100
Dratini,Hyper Beam,Normal,,150,90
Dratini,Surf,Water,,95,100
Dratini,Toxic,Poison,,—,85
Dratini,Body Slam,Normal,,85,100
Dratini,Take Down,Normal,,90,85
Dratini,Double-Edge,Normal,,100,100
Dratini,BubbleBeam,Water,,65,100
Dratini,Water Gun,Water,,40,100
Dratini,Ice Beam,Ice,,95,100
Dratini,Blizzard,Ice,,120,90
Dratini,Rage,Normal,,20,100
Dratini,Thunderbolt,Electric,,95,100
Dratini,Thunder,Electric,,120,70
Dratini,Mimic,Normal,,—,100
Dratini,Double Team,Normal,,—,—
Dratini,Reflect,Psychic,,—,—
Dratini,Bide,Normal,,—,—
Dratini,Fire Blast,Fire,,120,85
Dratini,Swift,Normal,,60,
Dratini,Skull Bash,Normal,,100,100
Dratini,Rest,Psychic,,—,—
Dratini,Substitute,Normal,,—,—
Dragonair,Leer,Normal,,—,100
Dragonair,Thunder Wave,Electric,,—,100
Dragonair,Wrap,Normal,,15,85
Dragonair,Agility,Psychic,,—,—
Dragonair,Slam,Normal,,80,75
Dragonair,Dragon Rage,Dragon,,—,100
Dragonair,Hyper Beam,Normal,,150,90
Dragonair,Surf,Water,,95,100
Dragonair,Toxic,Poison,,—,85
Dragonair,Horn Drill,Normal,,—,30
Dragonair,Body Slam,Normal,,85,100
Dragonair,Take Down,Normal,,90,85
Dragonair,Double-Edge,Normal,,100,100
Dragonair,BubbleBeam,Water,,65,100
Dragonair,Water Gun,Water,,40,100
Dragonair,Ice Beam,Ice,,95,100
Dragonair,Blizzard,Ice,,120,90
Dragonair,Rage,Normal,,20,100
Dragonair,Thunderbolt,Electric,,95,100
Dragonair,Thunder,Electric,,120,70
Dragonair,Mimic,Normal,,—,100
Dragonair,Double Team,Normal,,—,—
Dragonair,Reflect,Psychic,,—,—
Dragonair,Bide,Normal,,—,—
Dragonair,Fire Blast,Fire,,120,85
Dragonair,Swift,Normal,,60,
Dragonair,Skull Bash,Normal,,100,100
Dragonair,Rest,Psychic,,—,—
Dragonair,Substitute,Normal,,—,—
Dragonite,Agility,Psychic,,—,—
Dragonite,Leer,Normal,,—,100
Dragonite,Thunder Wave,Electric,,—,100
Dragonite,Wrap,Normal,,15,85
Dragonite,Slam,Normal,,80,75
Dragonite,Dragon Rage,Dragon,,—,100
Dragonite,Hyper Beam,Normal,,150,90
Dragonite,Surf,Water,,95,100
Dragonite,Strength,Normal,,80,100
Dragonite,Razor Wind,Normal,,80,75
Dragonite,Toxic,Poison,,—,85
Dragonite,Horn Drill,Normal,,—,30
Dragonite,Body Slam,Normal,,85,100
Dragonite,Take Down,Normal,,90,85
Dragonite,Double-Edge,Normal,,100,100
Dragonite,BubbleBeam,Water,,65,100
Dragonite,Water Gun,Water,,40,100
Dragonite,Ice Beam,Ice,,95,100
Dragonite,Blizzard,Ice,,120,90
Dragonite,Rage,Normal,,20,100
Dragonite,Thunderbolt,Electric,,95,100
Dragonite,Thunder,Electric,,120,70
Dragonite,Mimic,Normal,,—,100
Dragonite,Double Team,Normal,,—,—
Dragonite,Reflect,Psychic,,—,—
Dragonite,Bide,Normal,,—,—
Dragonite,Fire Blast,Fire,,120,85
Dragonite,Swift,Normal,,60,
Dragonite,Skull Bash,Normal,,100,100
Dragonite,Rest,Psychic,,—,—
Dragonite,Substitute,Normal,,—,—
Mewtwo,Confusion,Psychic,,50,100
Mewtwo,Disable,Normal,,—,55
Mewtwo,Psychic,Psychic,,90,100
Mewtwo,Swift,Normal,,60,
Mewtwo,Barrier,Psychic,,—,—
Mewtwo,Recover,Normal,,—,—
Mewtwo,Mist,Ice,,—,—
Mewtwo,Amnesia,Psychic,,—,—
Mewtwo,Strength,Normal,,80,100
Mewtwo,Flash,Normal,,—,70
Mewtwo,Mega Punch,Normal,,80,85
Mewtwo,Mega Kick,Normal,,120,75
Mewtwo,Toxic,Poison,,—,85
Mewtwo,Body Slam,Normal,,85,100
Mewtwo,Take Down,Normal,,90,85
Mewtwo,Double-Edge,Normal,,100,100
Mewtwo,BubbleBeam,Water,,65,100
Mewtwo,Water Gun,Water,,40,100
Mewtwo,Ice Beam,Ice,,95,100
Mewtwo,Blizzard,Ice,,120,90
Mewtwo,Hyper Beam,Normal,,150,90
Mewtwo,Pay Day,Normal,,40,100
Mewtwo,Submission,Fighting,,80,80
Mewtwo,Counter,Fighting,,—,100
Mewtwo,Seismic Toss,Fighting,,—,100
Mewtwo,Rage,Normal,,20,100
Mewtwo,Solar Beam,Grass,,120,100
Mewtwo,Thunderbolt,Electric,,95,100
Mewtwo,Thunder,Electric,,120,70
Mewtwo,Teleport,Psychic,,—,—
Mewtwo,Mimic,Normal,,—,100
Mewtwo,Double Team,Normal,,—,—
Mewtwo,Reflect,Psychic,,—,—
Mewtwo,Bide,Normal,,—,—
Mewtwo,Metronome,Normal,,—,—
Mewtwo,Self-Destruct,Normal,,130,100
Mewtwo,Fire Blast,Fire,,120,85
Mewtwo,Skull Bash,Normal,,100,100
Mewtwo,Rest,Psychic,,—,—
Mewtwo,Thunder Wave,Electric,,—,100
Mewtwo,Psywave,Psychic,,—,80
Mewtwo,Tri Attack,Normal,,80,100
Mewtwo,Substitute,Normal,,—,—
Mew,Pound,Normal,,40,100
Mew,Transform,Normal,,—,—
Mew,Mega Punch,Normal,,80,85
Mew,Metronome,Normal,,—,—
Mew,Psychic,Psychic,,90,100
Mew,Cut,Normal,,50,95
Mew,Fly,Flying,,70,95
Mew,Surf,Water,,95,100
Mew,Strength,Normal,,80,100
Mew,Flash,Normal,,—,70
Mew,Razor Wind,Normal,,80,75
Mew,Swords Dance,Normal,,—,—
Mew,Whirlwind,Normal,,—,85
Mew,Mega Kick,Normal,,120,75
Mew,Toxic,Poison,,—,85
Mew,Horn Drill,Normal,,—,30
Mew,Body Slam,Normal,,85,100
Mew,Take Down,Normal,,90,85
Mew,Double-Edge,Normal,,100,100
Mew,BubbleBeam,Water,,65,100
Mew,Water Gun,Water,,40,100
Mew,Ice Beam,Ice,,95,100
Mew,Blizzard,Ice,,120,90
Mew,Hyper Beam,Normal,,150,90
Mew,Pay Day,Normal,,40,100
Mew,Submission,Fighting,,80,80
Mew,Counter,Fighting,,—,100
Mew,Seismic Toss,Fighting,,—,100
Mew,Rage,Normal,,20,100
Mew,Mega Drain,Grass,,40,100
Mew,Solar Beam,Grass,,120,100
Mew,Dragon Rage,Dragon,,—,100
Mew,Thunderbolt,Electric,,95,100
Mew,Thunder,Electric,,120,70
Mew,Earthquake,Ground,,100,100
Mew,Fissure,Ground,,—,30
Mew,Dig,Ground,,100,100
Mew,Teleport,Psychic,,—,—
Mew,Mimic,Normal,,—,100
Mew,Double Team,Normal,,—,—
Mew,Reflect,Psychic,,—,—
Mew,Bide,Normal,,—,—
Mew,Self-Destruct,Normal,,130,100
Mew,Egg Bomb,Normal,,100,75
Mew,Fire Blast,Fire,,120,85
Mew,Swift,Normal,,60,
Mew,Skull Bash,Normal,,100,100
Mew,Softboiled,Normal,,—,—
Mew,Dream Eater,Psychic,,100,100
Mew,Sky Attack,Flying,,140,90
Mew,Rest,Psychic,,—,—
Mew,Thunder Wave,Electric,,—,100
Mew,Psywave,Psychic,,—,80
Mew,Explosion,Normal,,170,100
Mew,Rock Slide,Rock,,75,90
Mew,Tri Attack,Normal,,80,100
Mew,Substitute,Normal,,—,—
